drugName,drug_category,Padding_re_con,sentiment,uC_rank,drug_category_encoded
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[28, 2, 82, 14, 12, 225, 27, 25, 73, 66, 2, 99, 221, 520, 223, 19, 89, 46, 47, 40, 155, 164, 25, 50, 14, 12, 18, 148, 9, 11, 621, 2, 155, 164, 39, 13, 74, 724, 724, 5409, 241, 26, 187, 243, 2, 389, 724, 724, 377, 74, 1577, 39, 228, 71, 192, 9, 1, 21, 40, 155, 164, 60, 1609, 40, 269, 19, 155, 641, 200, 230, 128, 3785, 1577, 31, 102, 75, 617, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[133, 41, 166, 395, 99, 150, 1136, 870, 96, 3455, 14, 12, 39, 75, 1114, 661, 664, 94, 113, 36, 1546, 93, 11, 94, 273, 559, 617, 197, 375, 160, 4362, 94, 317, 20, 18, 135, 263, 7, 70, 39, 113, 336, 237, 86, 96, 16, 38, 79, 4, 114, 511, 395, 238, 111, 818, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 423, 74, 830, 411, 2, 40, 70, 39, 32, 170, 78, 70, 430, 430, 80, 28, 333, 15, 299, 232, 430, 1814, 5, 380, 640, 84, 5, 18, 8, 423, 74, 5, 186, 709, 35, 1787, 828, 1944, 1364, 776, 111, 1536, 430, 884, 107, 92, 88, 5, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 39, 838, 14, 12, 354, 20, 697, 337, 441, 121, 69, 195, 120, 1128, 694, 64, 55, 33, 21, 47, 33, 152, 68, 1120, 125, 505, 1473, 171, 36, 396, 396, 3635, 12, 141, 207, 200, 976, 8, 6100, 247, 483, 59, 7265, 21, 503, 276, 320, 80, 1, 818, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[438, 14, 12, 127, 724, 674, 125, 2088, 26, 40, 26, 395, 197, 23, 30, 67, 1577, 935, 58, 297, 121, 2914, 110, 11, 2575, 90, 115, 729, 43, 41, 279, 612, 25, 427, 118, 341, 28, 2, 914, 1, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[22, 21, 21, 392, 1177, 41, 91, 85, 163, 197, 79, 23, 301, 280, 451, 119, 32, 169, 568, 1205, 149, 166, 501, 433, 150, 166, 10534, 35, 5, 1367, 32, 2, 111, 167, 27, 5, 180, 637, 233, 135, 136, 52, 3, 831, 9333, 63, 211, 482, 1, 306, 444, 15, 19, 434, 1313, 63, 771, 207, 1251, 91, 1584, 633, 85, 163, 130, 106, 168, 88, 20, 57, 191, 460, 5, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[119, 47, 515, 1281, 48, 20, 5, 1441, 1565, 82, 345, 402, 548, 1441, 1565, 1104, 2721, 5, 573, 2, 74, 1657, 2, 741, 10, 4, 345, 32, 169, 1, 2159, 60, 857, 773, 11, 599, 63, 3, 58, 114, 16, 423, 835, 23, 397, 2000, 127, 23, 6, 212, 1250, 223, 1, 2159, 34, 341, 16, 213, 36, 361, 549, 863, 2, 82, 457, 506, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[1723, 1188, 395, 21, 39, 867, 1229, 1547, 984, 20, 131, 116, 215, 21, 1851, 63, 5, 94, 70, 1409, 125, 509, 395, 158, 149, 31, 16, 21, 243, 40, 476, 455, 817, 1543, 130, 50, 920, 94, 1350, 375, 1670, 971, 70, 15, 18, 40, 830, 88, 160, 109, 1794, 2, 620, 359, 95, 17, 1166, 42, 1, 5265, 310, 151, 159, 22, 82, 55, 39, 2277, 2299, 188, 382, 1116, 1940, 119, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[345, 74, 66, 7, 5, 8, 135, 15, 105, 23, 149, 14, 12, 98, 2, 1167, 70, 209, 18, 2398, 215, 3943, 11, 185, 1744, 23, 8, 521, 298, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[396, 402, 326, 199, 379, 287, 385, 15, 19, 147, 13, 138, 40, 102, 5, 104, 9, 1126, 104, 72, 60, 632, 3, 270, 727, 117, 189, 856, 128, 106, 168, 1613, 729, 9, 2026, 70, 764, 47, 40, 23, 108, 32, 64, 151, 1630, 6, 621, 39, 70, 471, 40, 18, 396, 34, 5845, 379, 150, 499, 298, 243, 9, 140, 8, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[47, 515, 150, 1420, 166, 23, 2330, 2933, 466, 432, 599, 3371, 56, 16, 20, 63, 8444, 2, 206, 2, 184, 5, 98, 9041, 1142, 682, 4319, 241, 2391, 776, 1719, 319, 43, 24, 3304, 99, 367, 175, 283, 323, 154, 153, 2270, 343, 344, 2258, 166, 74, 423, 237, 86, 1357, 31, 162, 299, 96, 2242, 394, 241, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[1922, 430, 407, 135, 326, 486, 45, 173, 410, 30, 43, 428, 42, 17, 430, 463, 99, 55, 33, 39, 135, 43, 569, 430, 63, 1176, 39, 135, 15, 20, 114, 215, 2083, 9, 1095, 33, 55, 43, 859, 120, 36, 1546, 776, 398, 113, 2, 1, 21, 349, 166, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[395, 76, 15, 7, 20, 18, 18, 84, 121, 1094, 362, 190, 20, 60, 18, 61, 131, 183, 401, 14, 12, 21, 90, 33, 55, 85, 163, 315, 375, 96, 371, 33, 55, 129, 15, 2799, 375, 1644, 110, 33, 39, 372, 82, 459, 395, 61, 99, 1166, 320, 304, 10, 4, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[323, 18, 35, 21, 134, 86, 230, 390, 693, 179, 2355, 3037, 243, 389, 305, 23, 30, 3037, 53, 424, 235, 747, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0
Levonorgestrel,Hormonal Contraceptives,"[18, 66, 482, 841, 106, 2, 715, 1710, 617, 158, 284, 416, 607, 42, 350, 15, 13, 886, 3, 148, 35, 43, 105, 23, 6, 19, 148, 9, 11, 16, 1538, 9, 121, 56, 341, 342, 3044, 279, 612, 63, 72, 90, 783, 554, 975, 320, 2827, 210, 20, 221, 2, 210, 200, 167, 783, 2, 191, 344, 539, 338, 241, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[20, 215, 347, 224, 8, 390, 20, 303, 51, 616, 9, 70, 208, 224, 20, 53, 20, 299, 523, 503, 390, 284, 125, 21, 298, 451, 1362, 2, 610, 90, 33, 2, 112, 731, 7, 712, 252, 22, 731, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 375, 199, 15, 146, 19, 7, 152, 121, 349, 39, 3, 215, 13, 190, 42, 87, 17, 1026, 34, 81, 341, 3044, 13, 57, 185, 99, 170, 28, 121, 51, 18, 336, 3, 121, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[15, 19, 9, 1, 21, 184, 65, 240, 173, 69, 177, 100, 1301, 78, 2, 947, 20, 73, 28, 20, 60, 227, 60, 767, 32, 74, 21, 20, 114, 78, 450, 3788, 323, 13, 1256, 241, 1088, 173, 50, 103, 55, 33, 175, 335, 985, 772, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[345, 135, 18, 66, 3612, 1010, 1082, 15, 18, 135, 1115, 79, 741, 237, 523, 8, 345, 2, 1919, 609, 70, 19, 60, 18, 345, 14, 12, 39, 135, 2, 31, 3701, 19, 117, 459, 121, 70, 34, 79, 630, 345, 82, 51, 63, 21, 2, 1686, 63, 345, 122, 227, 8, 222, 1672, 57, 1165, 523, 54, 88, 54, 15, 848, 295, 265, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[21, 134, 677, 68, 27, 8, 213, 53, 122, 8, 104, 47, 518, 110, 1336, 18, 1, 21, 93, 43, 861, 9, 187, 21, 136, 18, 326, 18, 279, 303, 43, 612, 64, 27, 53, 122, 63, 42, 1053, 59, 338, 758, 20, 20, 9, 40, 666, 19, 1224, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[1350, 568, 345, 160, 301, 1251, 507, 135, 273, 6441, 1176, 2, 151, 423, 191, 305, 70, 2037, 98, 39, 423, 135, 20, 357, 616, 114, 511, 14, 12, 4, 2037, 70, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[57, 205, 5351, 42, 36, 396, 762, 795, 1256, 176, 19, 23, 5757, 9, 1541, 70, 2026, 20, 36, 215, 848, 180, 2264, 137, 1754, 9, 326, 2043, 422, 3, 196, 84, 84, 214, 79, 1, 331, 92, 2052, 44, 44, 49, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 345, 212, 336, 1, 165, 14, 12, 21, 493, 119, 305, 150, 51, 166, 250, 84, 617, 345, 138, 36, 159, 1061, 135, 53, 273, 53, 447, 32, 250, 282, 63, 53, 87, 1, 167, 28, 372, 82, 244, 1267, 27, 8, 184, 348, 23, 113, 1166, 117, 1273, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[2, 200, 976, 150, 166, 314, 564, 788, 350, 273, 273, 74, 3631, 65, 779, 1069, 273, 70, 70, 127, 2253, 546, 9, 273, 11, 5, 988, 43, 41, 5, 20, 2642, 505, 4881, 819, 1410, 6, 339, 179, 150, 273, 44, 162, 169, 28, 1983, 135, 345, 372, 82, 92, 6, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[11, 672, 1082, 952, 62, 862, 10782, 4567, 1, 284, 416, 2404, 934, 501, 1076, 96, 62, 1566, 54, 4669, 3522, 54, 8, 62, 1011, 23, 54, 54, 1158, 5148, 87, 466, 810, 501, 12, 118, 94, 49, 921, 2348, 320, 4, 120, 10, 4, 11, 90, 202, 454, 7800, 209, 41, 10, 4, 2901, 1, 508, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Levonorgestrel,Hormonal Contraceptives,"[43, 59, 461, 704, 2853, 31, 115, 2477, 435, 117, 895, 35, 284, 416, 148, 199, 213, 284, 416, 2, 6, 1016, 763, 547, 119, 2458, 689, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[1984, 135, 983, 1041, 32, 149, 64, 970, 302, 1508, 709, 15, 221, 292, 3371, 779, 1104, 32, 135, 175, 1765, 1104, 64, 151, 2000, 28, 897, 1405, 1432, 5, 140, 827, 739, 221, 135, 135, 56, 16, 494, 1432, 981, 895, 63, 1176, 121, 353, 362, 20, 1244, 39, 121, 271, 48, 19, 7, 320, 157, 45, 188, 21, 92, 20, 40, 298, 57, 97, 159, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[4119, 39, 295, 502, 86, 21, 6014, 278, 3851, 20, 42, 41, 32, 48, 1548, 21, 6, 8, 171, 28, 70, 179, 968, 395, 26, 414, 772, 152, 4119, 47, 632, 41, 10, 4, 26, 20, 3, 43, 48, 107, 732, 121, 107, 3634, 300, 125, 172, 475, 395, 185, 80, 1, 60, 3, 457, 506, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[32, 9, 1456, 26, 66, 12, 832, 95, 97, 24, 134, 616, 70, 101, 42, 5, 24, 2223, 31, 10, 4, 76, 68, 40, 1938, 279, 612, 81, 8, 325, 449, 45, 13, 126, 104, 496, 11, 38, 1072, 64, 122, 2880, 160, 26, 422, 523, 125, 172, 757, 14, 12, 832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 396, 135, 722, 716, 8, 1272, 620, 133, 501, 929, 114, 20, 197, 22, 15, 18, 621, 36, 20, 137, 13, 224, 13, 508, 224, 41, 199, 9, 70, 40, 764, 42, 70, 23, 8, 127, 212, 23, 21, 2, 82, 14, 12, 43, 114, 20, 679, 2966, 791, 1026, 941, 2644, 106, 37, 92, 40, 70, 298, 247, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[69, 1447, 36, 345, 521, 493, 63, 3, 7, 63, 80, 31, 20, 20, 39, 36, 345, 66, 140, 1041, 42, 493, 1850, 17, 689, 946, 2, 354, 213, 39, 345, 74, 431, 1029, 345, 7, 45, 75, 185, 390, 39, 74, 93, 345, 210, 37, 36, 213, 78, 89, 167, 47, 55, 33, 39, 493, 252, 216, 33, 337, 55, 28, 42, 82, 345, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[119, 74, 834, 97, 59, 75, 400, 293, 123, 1501, 43, 93, 1170, 45, 173, 186, 132, 31, 5467, 42, 8, 20, 48, 432, 190, 1487, 61, 15, 13, 98, 1, 14, 12, 59, 135, 273, 84, 170, 28, 515, 59, 82, 34, 281, 162, 2, 237, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[224, 2, 31, 23, 1154, 726, 166, 167, 96, 14, 12, 124, 15, 18, 126, 1000, 139, 63, 76, 349, 15, 227, 102, 520, 6, 34, 2, 121, 20, 983, 154, 340, 3, 154, 990, 48, 21, 20, 76, 146, 19, 342, 70, 139, 5, 34, 346, 110, 207, 134, 2, 11, 604, 3, 156, 18, 2, 44, 49, 20, 1224, 21, 7, 33, 55, 45, 157, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[114, 695, 317, 36, 135, 722, 15, 1560, 50, 57, 840, 27, 25, 85, 163, 143, 15, 26, 9, 8, 333, 1533, 552, 3766, 179, 702, 173, 9, 295, 18, 2, 43, 1595, 45, 617, 620, 324, 23, 65, 138, 354, 127, 924, 538, 1533, 39, 45, 132, 7, 25, 27, 30, 88, 59, 65, 1166, 320, 1, 10, 4, 94, 2, 610, 15, 9, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 135, 1670, 247, 1670, 124, 101, 317, 13, 7, 106, 168, 931, 342, 1088, 1069, 686, 28, 258, 756, 58, 2, 142, 321, 30, 366, 288, 144, 1088, 224, 2549, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[43, 113, 14, 12, 18, 149, 757, 22, 22, 179, 7, 10, 4, 52, 515, 87, 175, 48, 43, 113, 28, 82, 244, 79, 515, 2, 336, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[1, 14, 12, 21, 9, 1456, 935, 66, 98, 39, 84, 1115, 115, 90, 72, 24, 132, 708, 45, 55, 1056, 129, 1726, 16, 2533, 447, 60, 501, 86, 150, 166, 1, 516, 1968, 43, 99, 22, 99, 3862, 149, 158, 1456, 935, 2, 92, 24, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 39, 1064, 36, 14, 12, 2217, 22, 758, 20, 5, 215, 209, 10, 4, 101, 616, 20, 68, 20, 618, 160, 5, 48, 208, 701, 514, 52, 18, 50, 32, 74, 21, 1198, 758, 20, 6, 69, 195, 30, 616, 114, 34, 101, 5, 135, 805, 42, 434, 272, 10, 4, 101, 28, 85, 163, 227, 604, 95, 380, 469, 36, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[200, 166, 22, 204, 535, 35, 21, 441, 204, 96, 106, 19, 181, 66, 838, 17, 1166, 2, 14, 12, 988, 496, 196, 151, 1313, 5411, 895, 180, 1, 284, 416, 353, 1729, 58, 76, 148, 43, 476, 602, 589, 23, 6, 42, 1129, 180, 11, 241, 263, 7, 10, 4, 36, 20, 143, 13, 31, 19, 1, 21, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[36, 1456, 8, 1546, 106, 419, 1546, 79, 9, 14, 12, 1087, 689, 895, 20, 317, 822, 94, 215, 20, 2228, 190, 471, 1053, 19, 8, 213, 290, 4, 85, 662, 252, 348, 142, 1671, 85, 33, 55, 11, 16, 25, 47, 101, 25, 358, 662, 277, 1659, 2870, 144, 21, 37, 77, 2326, 200, 212, 144, 15, 45, 2077, 549, 3, 173, 94, 863, 39, 9, 108, 102, 45, 324, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[1489, 604, 133, 162, 726, 266, 14, 12, 319, 7, 152, 15, 36, 146, 26, 88, 20, 7, 10, 4, 36, 52, 18, 148, 213, 480, 984, 470, 354, 467, 156, 13, 6, 57, 15, 13, 372, 82, 461, 440, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
